issuer_ca_id,issuer_name,name_value,min_cert_id,min_entry_timestamp,not_before
1492,"C=US, O=GeoTrust Inc., CN=RapidSSL SHA256 CA",lwz.n.feuerwehr.gv.at,308400967,2018-01-19 16:43:20.328,2017-05-12 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",gw-e21.wien.gv.at,308398561,2018-01-19 16:40:41.428,2016-11-09 00:00:00
1476,"C=US, O=GeoTrust Inc., CN=GeoTrust SSL CA - G3",s-mdm.fma.gv.at,308398242,2018-01-19 16:40:13.328,2016-11-08 00:00:00
1482,"C=US, O=""thawte, Inc."", CN=thawte SHA256 SSL CA",mxib.frauenministerium.gv.at,308355398,2018-01-19 16:16:32.108,2017-08-23 00:00:00
1482,"C=US, O=""thawte, Inc."", CN=thawte SHA256 SSL CA",mxob.frauenministerium.gv.at,308355398,2018-01-19 16:16:32.108,2017-08-23 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",remote.bmb.gv.at,308351912,2018-01-19 16:12:38.868,2016-11-02 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",elak.magwien.gv.at,308351029,2018-01-19 16:11:15.788,2017-05-09 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",ucwac.bmi.gv.at,308340110,2018-01-19 16:08:00.909,2016-10-13 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",altheim.ooe.gv.at,308338678,2018-01-19 16:05:51.348,2017-01-16 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",AutoDiscover.altheim.ooe.gv.at,308338678,2018-01-19 16:05:51.348,2017-01-16 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",mail.altheim.ooe.gv.at,308338678,2018-01-19 16:05:51.348,2017-01-16 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",pac.tirol.gv.at,308331394,2018-01-19 16:03:13.088,2018-01-17 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",tms.sibvc.gv.at,308334396,2018-01-19 16:01:29.027,2017-03-16 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",elakklon.magwien.gv.at,308333721,2018-01-19 16:00:53.047,2017-05-09 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",AutoDiscover.bmfj.gv.at,308334099,2018-01-19 16:00:41.347,2017-11-17 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",AutoDiscover.bmlfuw.gv.at,308334099,2018-01-19 16:00:41.347,2017-11-17 00:00:00
1687,"C=NL, ST=Noord-Holland, L=Amsterdam, O=TERENA, CN=TERENA SSL CA 3",email.bmlfuw.gv.at,308334099,2018-01-19 16:00:41.347,2017-11-17 00:00:00
